Day,P,T,Site
2014-01-01,0.0,-5.0641,AboveWoodCamp
2014-01-02,0.0364,-3.7481,AboveWoodCamp
2014-01-03,0.2337,-3.691,AboveWoodCamp
2014-01-04,0.2636,-9.6799,AboveWoodCamp
2014-01-05,0.0,-12.8392,AboveWoodCamp
2014-01-06,0.0,-9.213,AboveWoodCamp
2014-01-07,1.8698,-5.6954,AboveWoodCamp
2014-01-08,4.8803,-4.8587,AboveWoodCamp
2014-01-09,13.8342,-6.21,AboveWoodCamp
2014-01-10,10.6905,-5.1472,AboveWoodCamp
2014-01-11,13.3075,-0.6834,AboveWoodCamp
2014-01-12,18.3854,-5.8041,AboveWoodCamp
2014-01-13,8.8061,-4.1605,AboveWoodCamp
2014-01-14,0.0,-4.2264,AboveWoodCamp
2014-01-15,0.0,-4.0862,AboveWoodCamp
2014-01-16,0.0,-3.6751,AboveWoodCamp
2014-01-17,0.0,-2.9061,AboveWoodCamp
2014-01-18,0.0,-2.0214,AboveWoodCamp
2014-01-19,0.0,-1.8272,AboveWoodCamp
2014-01-20,0.0,-1.4258,AboveWoodCamp
2014-01-21,0.1104,-2.1802,AboveWoodCamp
2014-01-22,0.0073,-3.2677,AboveWoodCamp
2014-01-23,0.0,-6.4411,AboveWoodCamp
2014-01-24,0.0,-3.8632,AboveWoodCamp
2014-01-25,0.0,-1.6619,AboveWoodCamp
2014-01-26,0.0,-3.4217,AboveWoodCamp
2014-01-27,0.0,-6.5195,AboveWoodCamp
2014-01-28,0.0,-8.5113,AboveWoodCamp
2014-01-29,33.7688,-2.1589,AboveWoodCamp
2014-01-30,6.0588,-5.8807,AboveWoodCamp
2014-01-31,0.0,-8.0036,AboveWoodCamp
2014-02-01,0.6464,-9.6839,AboveWoodCamp
2014-02-02,0.0,-9.1829,AboveWoodCamp
2014-02-03,4.2038,-9.0964,AboveWoodCamp
2014-02-04,0.0,-12.8758,AboveWoodCamp
2014-02-05,6.5583,-13.095,AboveWoodCamp
2014-02-06,10.7131,-9.5209,AboveWoodCamp
2014-02-07,34.5396,-5.074,AboveWoodCamp
2014-02-08,48.3245,-1.8014,AboveWoodCamp
2014-02-09,6.9365,-2.082,AboveWoodCamp
2014-02-10,6.6779,-3.2367,AboveWoodCamp
2014-02-11,3.2762,-3.6342,AboveWoodCamp
2014-02-12,12.9815,-1.506,AboveWoodCamp
2014-02-13,18.2345,0.1255,AboveWoodCamp
2014-02-14,24.2172,-0.2639,AboveWoodCamp
2014-02-15,0.1951,3.768,AboveWoodCamp
2014-02-16,10.9465,-2.2622,AboveWoodCamp
2014-02-17,0.0,-2.019,AboveWoodCamp
2014-02-18,0.2076,-1.6081,AboveWoodCamp
2014-02-19,5.758,-4.4985,AboveWoodCamp
2014-02-20,0.4224,-7.6309,AboveWoodCamp
2014-02-21,2.8537,-3.3937,AboveWoodCamp
2014-02-22,19.2161,-3.9142,AboveWoodCamp
2014-02-23,0.0246,0.0895,AboveWoodCamp
2014-02-24,0.0,1.9862,AboveWoodCamp
2014-02-25,0.0,1.1646,AboveWoodCamp
2014-02-26,0.1363,1.2343,AboveWoodCamp
2014-02-27,16.6049,0.572,AboveWoodCamp
2014-02-28,11.9771,1.1821,AboveWoodCamp
2014-03-01,46.4509,-0.5409,AboveWoodCamp
2014-03-02,6.0199,0.3745,AboveWoodCamp
2014-03-03,6.3378,2.0963,AboveWoodCamp
2014-03-04,6.723,0.544,AboveWoodCamp
2014-03-05,0.7011,0.6012,AboveWoodCamp
2014-03-06,10.6331,1.3671,AboveWoodCamp
2014-03-07,0.1579,-0.2708,AboveWoodCamp
2014-03-08,0.0,0.3905,AboveWoodCamp
2014-03-09,0.2806,1.8245,AboveWoodCamp
2014-03-10,11.4102,1.9858,AboveWoodCamp
2014-03-11,3.1525,-3.4486,AboveWoodCamp
2014-03-12,0.1495,-1.8517,AboveWoodCamp
2014-03-13,0.1479,-0.5982,AboveWoodCamp
2014-03-14,4.3366,0.0494,AboveWoodCamp
2014-03-15,0.0,-0.1502,AboveWoodCamp
2014-03-16,0.3329,2.1767,AboveWoodCamp
2014-03-17,11.0704,-0.9975,AboveWoodCamp
2014-03-18,1.0279,-5.7878,AboveWoodCamp
2014-03-19,0.7184,-4.9541,AboveWoodCamp
2014-03-20,0.1479,0.6432,AboveWoodCamp
2014-03-21,0.0,-2.7743,AboveWoodCamp
2014-03-22,0.0,-1.9615,AboveWoodCamp
2014-03-23,0.0,-1.3852,AboveWoodCamp
2014-03-24,0.3356,0.8293,AboveWoodCamp
2014-03-25,0.1479,4.0299,AboveWoodCamp
2014-03-26,1.855,0.173,AboveWoodCamp
2014-03-27,18.946,-1.4981,AboveWoodCamp
2014-03-28,3.4572,-1.0196,AboveWoodCamp
2014-03-29,0.2445,1.3174,AboveWoodCamp
2014-03-30,29.5088,-0.2801,AboveWoodCamp
2014-03-31,1.4977,-2.0011,AboveWoodCamp
2014-04-01,12.9831,-2.5615,AboveWoodCamp
2014-04-02,0.1852,-3.7585,AboveWoodCamp
2014-04-03,0.3447,-2.2113,AboveWoodCamp
2014-04-04,0.0,-0.9641,AboveWoodCamp
2014-04-05,0.8237,0.0506,AboveWoodCamp
2014-04-06,8.6046,-0.2177,AboveWoodCamp
2014-04-07,0.3187,2.0841,AboveWoodCamp
2014-04-08,0.0306,5.8654,AboveWoodCamp
2014-04-09,0.0,7.5205,AboveWoodCamp
2014-04-10,0.0,5.9342,AboveWoodCamp
2014-04-11,0.0,6.9433,AboveWoodCamp
2014-04-12,0.0,5.1565,AboveWoodCamp
2014-04-13,0.017,-1.8437,AboveWoodCamp
2014-04-14,0.0,-1.8258,AboveWoodCamp
2014-04-15,0.0,2.8492,AboveWoodCamp
2014-04-16,0.0,0.772,AboveWoodCamp
2014-04-17,0.0,3.6671,AboveWoodCamp
2014-04-18,4.7038,4.9536,AboveWoodCamp
2014-04-19,0.0,5.9664,AboveWoodCamp
2014-04-20,0.0,5.8843,AboveWoodCamp
2014-04-21,0.3595,6.4552,AboveWoodCamp
2014-04-22,5.7515,5.4238,AboveWoodCamp
2014-04-23,4.1157,-1.3215,AboveWoodCamp
2014-04-24,0.0352,1.3583,AboveWoodCamp
2014-04-25,8.2107,4.8319,AboveWoodCamp
2014-04-26,15.8942,-0.3415,AboveWoodCamp
2014-04-27,5.7318,-1.0356,AboveWoodCamp
2014-04-28,5.6174,-2.2126,AboveWoodCamp
2014-04-29,0.0909,-0.8499,AboveWoodCamp
2014-04-30,0.0,2.8107,AboveWoodCamp
2014-05-01,0.0094,5.9319,AboveWoodCamp
2014-05-02,0.0,8.2523,AboveWoodCamp
2014-05-03,0.0,10.6176,AboveWoodCamp
2014-05-04,0.0,9.309,AboveWoodCamp
2014-05-05,0.0,7.6553,AboveWoodCamp
2014-05-06,2.1653,5.6221,AboveWoodCamp
2014-05-07,7.8623,2.3182,AboveWoodCamp
2014-05-08,0.024,2.4758,AboveWoodCamp
2014-05-09,25.1898,2.872,AboveWoodCamp
2014-05-10,3.9631,2.3415,AboveWoodCamp
2014-05-11,0.0575,1.9751,AboveWoodCamp
2014-05-12,1.387,0.4487,AboveWoodCamp
2014-05-13,0.0,2.4538,AboveWoodCamp
2014-05-14,0.0,5.4066,AboveWoodCamp
2014-05-15,0.0,8.8033,AboveWoodCamp
2014-05-16,0.0,10.8022,AboveWoodCamp
2014-05-17,0.0,10.3251,AboveWoodCamp
2014-05-18,0.0,8.4724,AboveWoodCamp
2014-05-19,0.0,6.7705,AboveWoodCamp
2014-05-20,0.0,8.6142,AboveWoodCamp
2014-05-21,0.0,9.7917,AboveWoodCamp
2014-05-22,0.0,11.4109,AboveWoodCamp
2014-05-23,0.1152,11.433,AboveWoodCamp
2014-05-24,5.1709,9.2365,AboveWoodCamp
2014-05-25,0.0,10.4636,AboveWoodCamp
2014-05-26,0.0,12.3159,AboveWoodCamp
2014-05-27,0.0,13.748,AboveWoodCamp
2014-05-28,0.0,14.6113,AboveWoodCamp
2014-05-29,0.0,10.6183,AboveWoodCamp
2014-05-30,0.0,12.6057,AboveWoodCamp
2014-05-31,0.0,12.5477,AboveWoodCamp
2014-06-01,0.0,8.9359,AboveWoodCamp
2014-06-02,0.1044,11.9517,AboveWoodCamp
2014-06-03,0.1044,12.3158,AboveWoodCamp
2014-06-04,0.0,11.0657,AboveWoodCamp
2014-06-05,0.0,10.9468,AboveWoodCamp
2014-06-06,0.0,12.1987,AboveWoodCamp
2014-06-07,0.0,11.0107,AboveWoodCamp
2014-06-08,0.0,9.5567,AboveWoodCamp
2014-06-09,0.0,10.9415,AboveWoodCamp
2014-06-10,0.0,13.2265,AboveWoodCamp
2014-06-11,0.0,11.3155,AboveWoodCamp
2014-06-12,0.0,13.6812,AboveWoodCamp
2014-06-13,0.0,10.8183,AboveWoodCamp
2014-06-14,0.0,5.2466,AboveWoodCamp
2014-06-15,0.0,7.4655,AboveWoodCamp
2014-06-16,6.2449,7.8288,AboveWoodCamp
2014-06-17,9.7608,1.2728,AboveWoodCamp
2014-06-18,1.0252,2.0588,AboveWoodCamp
2014-06-19,0.3757,7.4605,AboveWoodCamp
2014-06-20,0.0,12.8708,AboveWoodCamp
2014-06-21,0.0,14.0983,AboveWoodCamp
2014-06-22,0.0,13.5904,AboveWoodCamp
2014-06-23,0.0,13.6379,AboveWoodCamp
2014-06-24,0.0,15.5328,AboveWoodCamp
2014-06-25,0.0,15.679,AboveWoodCamp
2014-06-26,2.9057,11.558,AboveWoodCamp
2014-06-27,14.4936,7.8883,AboveWoodCamp
2014-06-28,0.0,9.9508,AboveWoodCamp
2014-06-29,0.0,12.5958,AboveWoodCamp
2014-06-30,0.0,11.4175,AboveWoodCamp
2014-07-01,0.0,13.0359,AboveWoodCamp
2014-07-02,0.0,15.2824,AboveWoodCamp
2014-07-03,0.0,17.8682,AboveWoodCamp
2014-07-04,0.0,17.3725,AboveWoodCamp
2014-07-05,0.0,18.2719,AboveWoodCamp
2014-07-06,0.0,18.897,AboveWoodCamp
2014-07-07,0.0,18.5138,AboveWoodCamp
2014-07-08,0.0,17.7503,AboveWoodCamp
2014-07-09,0.0,18.7525,AboveWoodCamp
2014-07-10,0.0,17.149,AboveWoodCamp
2014-07-11,0.0,14.5046,AboveWoodCamp
2014-07-12,0.0,16.6719,AboveWoodCamp
2014-07-13,0.0,17.996,AboveWoodCamp
2014-07-14,0.0,19.2473,AboveWoodCamp
2014-07-15,0.0,17.6203,AboveWoodCamp
2014-07-16,0.0,15.212,AboveWoodCamp
2014-07-17,0.0,15.8763,AboveWoodCamp
2014-07-18,0.0,17.3701,AboveWoodCamp
2014-07-19,0.0,17.0737,AboveWoodCamp
2014-07-20,0.0,16.9181,AboveWoodCamp
2014-07-21,0.0,16.5372,AboveWoodCamp
2014-07-22,0.0,17.4606,AboveWoodCamp
2014-07-23,0.0,19.9279,AboveWoodCamp
2014-07-24,0.0,16.9468,AboveWoodCamp
2014-07-25,0.0,16.1118,AboveWoodCamp
2014-07-26,0.0,16.7667,AboveWoodCamp
2014-07-27,0.0,18.8302,AboveWoodCamp
2014-07-28,0.0366,17.4494,AboveWoodCamp
2014-07-29,21.9241,11.6738,AboveWoodCamp
2014-07-30,2.7089,10.7938,AboveWoodCamp
2014-07-31,0.0,13.0492,AboveWoodCamp
2014-08-01,0.0,16.1652,AboveWoodCamp
2014-08-02,0.0,17.1249,AboveWoodCamp
2014-08-03,0.0,17.2247,AboveWoodCamp
2014-08-04,8.1975,14.8368,AboveWoodCamp
2014-08-05,10.4128,13.3112,AboveWoodCamp
2014-08-06,0.4761,13.1192,AboveWoodCamp
2014-08-07,1.506,13.0712,AboveWoodCamp
2014-08-08,2.1239,13.0878,AboveWoodCamp
2014-08-09,0.0945,13.6446,AboveWoodCamp
2014-08-10,0.0,15.4059,AboveWoodCamp
2014-08-11,0.0,17.4432,AboveWoodCamp
2014-08-12,4.1885,15.5816,AboveWoodCamp
2014-08-13,9.3932,13.8813,AboveWoodCamp
2014-08-14,0.1148,14.8849,AboveWoodCamp
2014-08-15,0.4167,15.6447,AboveWoodCamp
2014-08-16,0.0,15.462,AboveWoodCamp
2014-08-17,0.094,16.5691,AboveWoodCamp
2014-08-18,0.0306,17.1451,AboveWoodCamp
2014-08-19,0.1271,12.77,AboveWoodCamp
2014-08-20,13.5419,12.97,AboveWoodCamp
2014-08-21,7.559,11.7818,AboveWoodCamp
2014-08-22,26.145,9.0639,AboveWoodCamp
2014-08-23,4.849,6.9903,AboveWoodCamp
2014-08-24,0.5564,9.3377,AboveWoodCamp
2014-08-25,7.8223,9.9296,AboveWoodCamp
2014-08-26,2.3929,11.7288,AboveWoodCamp
2014-08-27,0.3508,11.2435,AboveWoodCamp
2014-08-28,0.0,12.9524,AboveWoodCamp
2014-08-29,0.0,14.333,AboveWoodCamp
2014-08-30,0.4585,12.5512,AboveWoodCamp
2014-08-31,4.5357,8.8684,AboveWoodCamp
2014-09-01,0.0,9.9487,AboveWoodCamp
2014-09-02,0.0,12.4387,AboveWoodCamp
2014-09-03,0.0,12.4639,AboveWoodCamp
2014-09-04,0.612,9.0812,AboveWoodCamp
2014-09-05,0.0,11.6902,AboveWoodCamp
2014-09-06,0.0,13.6332,AboveWoodCamp
2014-09-07,0.0166,14.5913,AboveWoodCamp
2014-09-08,1.0273,13.7102,AboveWoodCamp
2014-09-09,2.2282,11.0364,AboveWoodCamp
2014-09-10,0.1228,9.3753,AboveWoodCamp
2014-09-11,0.1007,5.2195,AboveWoodCamp
2014-09-12,0.9364,5.5127,AboveWoodCamp
2014-09-13,0.0,11.5837,AboveWoodCamp
2014-09-14,0.0,14.2007,AboveWoodCamp
2014-09-15,0.0,15.3275,AboveWoodCamp
2014-09-16,0.0,16.0769,AboveWoodCamp
2014-09-17,0.0,17.3576,AboveWoodCamp
2014-09-18,2.7793,15.4699,AboveWoodCamp
2014-09-19,1.2338,12.9788,AboveWoodCamp
2014-09-20,0.0,13.9088,AboveWoodCamp
2014-09-21,1.398,9.6918,AboveWoodCamp
2014-09-22,0.9912,10.8288,AboveWoodCamp
2014-09-23,0.0,12.2886,AboveWoodCamp
2014-09-24,0.0,15.278,AboveWoodCamp
2014-09-25,0.0,16.1735,AboveWoodCamp
2014-09-26,0.7458,15.0482,AboveWoodCamp
2014-09-27,47.7258,7.8656,AboveWoodCamp
2014-09-28,19.2428,5.98,AboveWoodCamp
2014-09-29,4.203,6.0037,AboveWoodCamp
2014-09-30,20.3877,2.598,AboveWoodCamp
2014-10-01,1.1675,1.2085,AboveWoodCamp
2014-10-02,1.023,2.7641,AboveWoodCamp
2014-10-03,0.0,5.4023,AboveWoodCamp
2014-10-04,1.0949,6.9805,AboveWoodCamp
2014-10-05,0.1198,8.1866,AboveWoodCamp
2014-10-06,0.0465,9.5021,AboveWoodCamp
2014-10-07,0.0,10.1819,AboveWoodCamp
2014-10-08,0.0,10.2889,AboveWoodCamp
2014-10-09,0.0,9.9333,AboveWoodCamp
2014-10-10,0.0424,8.9997,AboveWoodCamp
2014-10-11,3.506,6.2101,AboveWoodCamp
2014-10-12,2.9893,1.936,AboveWoodCamp
2014-10-13,0.0,3.0997,AboveWoodCamp
2014-10-14,0.1409,8.207,AboveWoodCamp
2014-10-15,0.0,7.6617,AboveWoodCamp
2014-10-16,0.0,4.8737,AboveWoodCamp
2014-10-17,0.0,7.9923,AboveWoodCamp
2014-10-18,0.0,9.1638,AboveWoodCamp
2014-10-19,0.0,9.0785,AboveWoodCamp
2014-10-20,0.0,10.2433,AboveWoodCamp
2014-10-21,1.0763,3.6173,AboveWoodCamp
2014-10-22,0.0,2.3704,AboveWoodCamp
2014-10-23,0.0787,6.6305,AboveWoodCamp
2014-10-24,0.0,9.7653,AboveWoodCamp
2014-10-25,3.5729,10.0049,AboveWoodCamp
2014-10-26,1.8622,2.6,AboveWoodCamp
2014-10-27,0.9664,-1.398,AboveWoodCamp
2014-10-28,0.35,0.3161,AboveWoodCamp
2014-10-29,0.2162,3.8353,AboveWoodCamp
2014-10-30,0.1656,7.4721,AboveWoodCamp
2014-10-31,0.0914,8.9483,AboveWoodCamp
2014-11-01,0.703,6.0527,AboveWoodCamp
2014-11-02,0.4966,-1.1488,AboveWoodCamp
2014-11-03,0.0,-2.7395,AboveWoodCamp
2014-11-04,0.9172,-1.4438,AboveWoodCamp
2014-11-05,0.0,2.9895,AboveWoodCamp
2014-11-06,0.1232,6.2023,AboveWoodCamp
2014-11-07,0.0,3.7724,AboveWoodCamp
2014-11-08,0.5334,3.7164,AboveWoodCamp
2014-11-09,0.0,5.2061,AboveWoodCamp
2014-11-10,0.0,-0.8541,AboveWoodCamp
2014-11-11,0.0131,-9.0412,AboveWoodCamp
2014-11-12,0.1449,-15.3646,AboveWoodCamp
2014-11-13,9.7878,-10.7512,AboveWoodCamp
2014-11-14,44.7129,-3.0591,AboveWoodCamp
2014-11-15,0.0,-12.5436,AboveWoodCamp
2014-11-16,0.0,-13.7972,AboveWoodCamp
2014-11-17,0.0668,-10.3866,AboveWoodCamp
2014-11-18,1.5825,-6.7002,AboveWoodCamp
2014-11-19,0.6659,-2.2525,AboveWoodCamp
2014-11-20,0.0688,-0.8746,AboveWoodCamp
2014-11-21,0.2344,-0.3921,AboveWoodCamp
2014-11-22,30.1208,-1.7344,AboveWoodCamp
2014-11-23,19.9961,-5.2461,AboveWoodCamp
2014-11-24,8.4303,-6.3744,AboveWoodCamp
2014-11-25,19.8584,-2.6679,AboveWoodCamp
2014-11-26,0.1481,1.7979,AboveWoodCamp
2014-11-27,0.0362,3.3994,AboveWoodCamp
2014-11-28,0.0,5.4434,AboveWoodCamp
2014-11-29,0.3446,2.3107,AboveWoodCamp
2014-11-30,8.0933,-2.1663,AboveWoodCamp
2014-12-01,7.0509,-0.9466,AboveWoodCamp
2014-12-02,0.0,1.252,AboveWoodCamp
2014-12-03,2.2064,-0.2941,AboveWoodCamp
2014-12-04,0.0,1.6237,AboveWoodCamp
2014-12-05,1.826,2.1384,AboveWoodCamp
2014-12-06,0.0,2.0273,AboveWoodCamp
2014-12-07,0.0,1.9964,AboveWoodCamp
2014-12-08,0.0,2.0702,AboveWoodCamp
2014-12-09,0.0,3.0982,AboveWoodCamp
2014-12-10,0.0,3.8826,AboveWoodCamp
2014-12-11,0.1397,3.3,AboveWoodCamp
2014-12-12,0.0582,4.4452,AboveWoodCamp
2014-12-13,7.0048,-0.9207,AboveWoodCamp
2014-12-14,0.0,-5.3368,AboveWoodCamp
2014-12-15,0.0,-5.6235,AboveWoodCamp
2014-12-16,0.1449,-3.9475,AboveWoodCamp
2014-12-17,0.016,-3.3754,AboveWoodCamp
2014-12-18,0.0,-4.7244,AboveWoodCamp
2014-12-19,4.4743,-3.0056,AboveWoodCamp
2014-12-20,10.6339,-1.9469,AboveWoodCamp
2014-12-21,52.8182,-0.4915,AboveWoodCamp
2014-12-22,12.2812,-5.3903,AboveWoodCamp
2014-12-23,0.1944,-8.3116,AboveWoodCamp
2014-12-24,4.2061,-5.0903,AboveWoodCamp
2014-12-25,8.0373,-6.3254,AboveWoodCamp
2014-12-26,3.0983,-11.2126,AboveWoodCamp
2014-12-27,0.0175,-12.7683,AboveWoodCamp
2014-12-28,12.5235,-9.7824,AboveWoodCamp
2014-12-29,2.1261,-14.5866,AboveWoodCamp
2014-12-30,0.2374,-20.0782,AboveWoodCamp
2014-12-31,2.3645,-15.1846,AboveWoodCamp
2015-01-01,1.4057,-9.3292,AboveWoodCamp
2015-01-02,0.0,-8.1388,AboveWoodCamp
2015-01-03,0.9159,-7.7681,AboveWoodCamp
2015-01-04,0.8875,-4.7496,AboveWoodCamp
2015-01-05,7.2228,-0.7053,AboveWoodCamp
2015-01-06,0.2936,1.286,AboveWoodCamp
2015-01-07,0.0,2.9625,AboveWoodCamp
2015-01-08,0.0,1.193,AboveWoodCamp
2015-01-09,0.0,-1.9631,AboveWoodCamp
2015-01-10,0.3174,-0.6689,AboveWoodCamp
2015-01-11,3.8488,-0.625,AboveWoodCamp
2015-01-12,6.317,-1.0604,AboveWoodCamp
2015-01-13,1.5614,-4.9855,AboveWoodCamp
2015-01-14,0.0,-9.1321,AboveWoodCamp
2015-01-15,0.0,-6.8779,AboveWoodCamp
2015-01-16,14.2639,-4.1063,AboveWoodCamp
2015-01-17,1.4571,-3.4807,AboveWoodCamp
2015-01-18,0.0852,1.2849,AboveWoodCamp
2015-01-19,0.0,-0.4092,AboveWoodCamp
2015-01-20,0.0,-4.6784,AboveWoodCamp
2015-01-21,0.0,-6.5889,AboveWoodCamp
2015-01-22,0.0,-7.2873,AboveWoodCamp
2015-01-23,0.0,-5.4356,AboveWoodCamp
2015-01-24,0.0,-4.9894,AboveWoodCamp
2015-01-25,0.0,0.6217,AboveWoodCamp
2015-01-26,0.0,5.0535,AboveWoodCamp
2015-01-27,5.5888,2.6685,AboveWoodCamp
2015-01-28,8.0827,-0.9812,AboveWoodCamp
2015-01-29,0.1304,-1.6693,AboveWoodCamp
2015-01-30,0.0138,-1.2602,AboveWoodCamp
2015-01-31,0.0,-2.1923,AboveWoodCamp
2015-02-01,1.2154,-3.8936,AboveWoodCamp
2015-02-02,12.7864,0.2291,AboveWoodCamp
2015-02-03,23.9742,1.8466,AboveWoodCamp
2015-02-04,9.9676,0.7932,AboveWoodCamp
2015-02-05,0.0,3.473,AboveWoodCamp
2015-02-06,0.0,5.0241,AboveWoodCamp
2015-02-07,0.2904,4.651,AboveWoodCamp
2015-02-08,0.1956,3.7466,AboveWoodCamp
2015-02-09,11.5981,1.9423,AboveWoodCamp
2015-02-10,0.3107,-1.6966,AboveWoodCamp
2015-02-11,0.0007,-0.0531,AboveWoodCamp
2015-02-12,0.038,2.4403,AboveWoodCamp
2015-02-13,0.0,4.205,AboveWoodCamp
2015-02-14,0.0,4.6276,AboveWoodCamp
2015-02-15,0.0,-0.442,AboveWoodCamp
2015-02-16,0.0096,-3.9785,AboveWoodCamp
2015-02-17,0.0,-5.1455,AboveWoodCamp
2015-02-18,0.0,-0.1357,AboveWoodCamp
2015-02-19,0.0,2.6551,AboveWoodCamp
2015-02-20,2.0025,-1.3178,AboveWoodCamp
2015-02-21,3.6813,-5.5459,AboveWoodCamp
2015-02-22,2.2898,-11.8376,AboveWoodCamp
2015-02-23,0.0576,-10.2131,AboveWoodCamp
2015-02-24,0.0735,-2.718,AboveWoodCamp
2015-02-25,0.0576,-2.2814,AboveWoodCamp
2015-02-26,0.3665,-6.2831,AboveWoodCamp
2015-02-27,0.8798,-6.2912,AboveWoodCamp
2015-02-28,0.0384,-5.8549,AboveWoodCamp
2015-03-01,0.0,-4.7639,AboveWoodCamp
2015-03-02,2.3156,-3.7871,AboveWoodCamp
2015-03-03,8.0137,-6.3591,AboveWoodCamp
2015-03-04,1.8182,-7.7842,AboveWoodCamp
2015-03-05,0.2633,-4.8438,AboveWoodCamp
2015-03-06,0.0404,0.0358,AboveWoodCamp
2015-03-07,0.1114,2.8924,AboveWoodCamp
2015-03-08,0.0365,2.2996,AboveWoodCamp
2015-03-09,0.0,1.5516,AboveWoodCamp
2015-03-10,0.0455,3.5753,AboveWoodCamp
2015-03-11,0.1311,4.6702,AboveWoodCamp
2015-03-12,1.0137,3.6184,AboveWoodCamp
2015-03-13,0.0,4.8229,AboveWoodCamp
2015-03-14,0.1632,4.6481,AboveWoodCamp
2015-03-15,0.0,8.0438,AboveWoodCamp
2015-03-16,0.0,8.9154,AboveWoodCamp
2015-03-17,0.0,7.2532,AboveWoodCamp
2015-03-18,0.0,2.9322,AboveWoodCamp
2015-03-19,0.0,2.458,AboveWoodCamp
2015-03-20,0.0,5.1935,AboveWoodCamp
2015-03-21,0.0,6.0988,AboveWoodCamp
2015-03-22,0.0,4.0783,AboveWoodCamp
2015-03-23,15.9399,0.2877,AboveWoodCamp
2015-03-24,23.9274,-2.3935,AboveWoodCamp
2015-03-25,0.1005,-2.3734,AboveWoodCamp
2015-03-26,0.0,2.0793,AboveWoodCamp
2015-03-27,0.0,6.7425,AboveWoodCamp
2015-03-28,0.0,5.8257,AboveWoodCamp
2015-03-29,0.0,4.1029,AboveWoodCamp
2015-03-30,0.0,7.2784,AboveWoodCamp
2015-03-31,0.0,7.8337,AboveWoodCamp
2015-04-01,0.0,-0.3151,AboveWoodCamp
2015-04-02,0.0,-2.9115,AboveWoodCamp
2015-04-03,0.0,-2.4482,AboveWoodCamp
2015-04-04,0.0,2.3136,AboveWoodCamp
2015-04-05,0.0,4.7717,AboveWoodCamp
2015-04-06,0.0,1.4894,AboveWoodCamp
2015-04-07,0.8464,1.6381,AboveWoodCamp
2015-04-08,3.7318,0.872,AboveWoodCamp
2015-04-09,0.1688,2.0255,AboveWoodCamp
2015-04-10,0.0,3.5146,AboveWoodCamp
2015-04-11,5.0026,4.8555,AboveWoodCamp
2015-04-12,0.8679,0.5721,AboveWoodCamp
2015-04-13,0.1199,4.8989,AboveWoodCamp
2015-04-14,4.1971,3.6264,AboveWoodCamp
2015-04-15,10.7142,-3.9263,AboveWoodCamp
2015-04-16,0.0834,1.6528,AboveWoodCamp
2015-04-17,0.2369,4.6329,AboveWoodCamp
2015-04-18,0.0,5.8939,AboveWoodCamp
2015-04-19,0.0,5.2051,AboveWoodCamp
2015-04-20,0.0,5.8966,AboveWoodCamp
2015-04-21,0.0,7.438,AboveWoodCamp
2015-04-22,0.1341,8.7517,AboveWoodCamp
2015-04-23,0.7933,5.8464,AboveWoodCamp
2015-04-24,10.8601,4.9601,AboveWoodCamp
2015-04-25,8.7142,2.0895,AboveWoodCamp
2015-04-26,8.127,1.1717,AboveWoodCamp
2015-04-27,0.0094,4.827,AboveWoodCamp
2015-04-28,0.0,7.9087,AboveWoodCamp
2015-04-29,0.0,9.6451,AboveWoodCamp
2015-04-30,0.0,7.4034,AboveWoodCamp
2015-05-01,0.0,8.4991,AboveWoodCamp
2015-05-02,0.0005,9.9038,AboveWoodCamp
2015-05-03,0.348,9.6342,AboveWoodCamp
2015-05-04,1.1498,8.5378,AboveWoodCamp
2015-05-05,0.2349,8.1344,AboveWoodCamp
2015-05-06,8.3997,6.2018,AboveWoodCamp
2015-05-07,17.4408,5.3862,AboveWoodCamp
2015-05-08,3.3612,5.3794,AboveWoodCamp
2015-05-09,18.8732,1.3273,AboveWoodCamp
2015-05-10,0.0,2.6768,AboveWoodCamp
2015-05-11,0.1186,5.4523,AboveWoodCamp
2015-05-12,0.0,9.1887,AboveWoodCamp
2015-05-13,0.0,8.7749,AboveWoodCamp
2015-05-14,2.169,7.2195,AboveWoodCamp
2015-05-15,5.9992,2.7772,AboveWoodCamp
2015-05-16,15.392,0.676,AboveWoodCamp
2015-05-17,0.0204,4.5337,AboveWoodCamp
2015-05-18,18.4888,5.9221,AboveWoodCamp
2015-05-19,11.9238,3.5912,AboveWoodCamp
2015-05-20,3.877,5.0429,AboveWoodCamp
2015-05-21,3.8331,6.5321,AboveWoodCamp
2015-05-22,7.289,6.1413,AboveWoodCamp
2015-05-23,14.2304,5.124,AboveWoodCamp
2015-05-24,3.5908,5.7346,AboveWoodCamp
2015-05-25,1.3284,7.4355,AboveWoodCamp
2015-05-26,1.9113,6.1789,AboveWoodCamp
2015-05-27,7.0024,6.8454,AboveWoodCamp
2015-05-28,5.5047,5.6573,AboveWoodCamp
2015-05-29,0.49,8.3786,AboveWoodCamp
2015-05-30,0.0746,11.3397,AboveWoodCamp
2015-05-31,0.0,14.4815,AboveWoodCamp
2015-06-01,0.0,13.6173,AboveWoodCamp
2015-06-02,0.0,11.4001,AboveWoodCamp
2015-06-03,6.4146,11.0621,AboveWoodCamp
2015-06-04,0.0,10.5769,AboveWoodCamp
2015-06-05,0.0212,10.8928,AboveWoodCamp
2015-06-06,0.0,9.4052,AboveWoodCamp
2015-06-07,0.0685,10.988,AboveWoodCamp
