Day,P,T,Site
2022-03-12,0.0,-0.3506,MainStreet
2022-03-13,12.6995,-2.0821,MainStreet
2022-03-14,0.176,-2.8373,MainStreet
2022-03-15,1.3001,1.0164,MainStreet
2022-03-16,1.1896,-2.3429,MainStreet
2022-03-17,0.0,-3.0756,MainStreet
2022-03-18,0.0,-0.3807,MainStreet
2022-03-19,0.0,2.2537,MainStreet
2022-03-20,0.9341,-2.3552,MainStreet
2022-03-21,0.0,-4.9633,MainStreet
2022-03-22,0.0,-1.3319,MainStreet
2022-03-23,0.0,2.028,MainStreet
2022-03-24,0.0,5.5405,MainStreet
2022-03-25,0.0,8.1073,MainStreet
2022-03-26,0.0,9.9613,MainStreet
2022-03-27,0.0,10.9666,MainStreet
2022-03-28,0.1322,6.9396,MainStreet
2022-03-29,2.5162,2.8428,MainStreet
2022-03-30,0.0776,2.7516,MainStreet
2022-03-31,2.1221,-0.116,MainStreet
2022-04-01,0.1113,-0.637,MainStreet
2022-04-02,0.0,3.5646,MainStreet
2022-04-03,0.0,2.6707,MainStreet
2022-04-04,5.914,2.0804,MainStreet
2022-04-05,4.2416,-5.0557,MainStreet
2022-04-06,0.0,-3.7466,MainStreet
2022-04-07,0.0,2.252,MainStreet
2022-04-08,0.0,7.1121,MainStreet
2022-04-09,0.0,0.3023,MainStreet
2022-04-10,0.0,-4.1994,MainStreet
2022-04-11,13.406,-4.2885,MainStreet
2022-04-12,12.8026,-7.4636,MainStreet
2022-04-13,5.8173,-6.6902,MainStreet
2022-04-14,9.3838,-2.3383,MainStreet
2022-04-15,13.3888,0.1618,MainStreet
2022-04-16,3.7421,2.8882,MainStreet
2022-04-17,0.0,1.2984,MainStreet
2022-04-18,1.1311,6.0145,MainStreet
2022-04-19,3.2673,3.5681,MainStreet
2022-04-20,2.7151,2.9458,MainStreet
2022-04-21,0.441,7.2097,MainStreet
2022-04-22,9.4143,1.2191,MainStreet
2022-04-23,0.3605,0.2331,MainStreet
2022-04-24,0.0,1.1198,MainStreet
2022-04-25,0.0,3.2895,MainStreet
2022-04-26,0.0,7.3476,MainStreet
2022-04-27,0.0,8.1526,MainStreet
2022-04-28,6.4363,5.7187,MainStreet
2022-04-29,4.5275,0.7553,MainStreet
2022-04-30,0.239,3.8588,MainStreet
2022-05-01,6.7188,5.8816,MainStreet
2022-05-02,6.0527,5.6914,MainStreet
2022-05-03,7.5171,0.5395,MainStreet
2022-05-04,1.5824,3.8509,MainStreet
2022-05-05,0.0,7.5227,MainStreet
2022-05-06,0.0,9.335,MainStreet
2022-05-07,0.0,4.5093,MainStreet
2022-05-08,1.4591,1.5163,MainStreet
2022-05-09,10.1058,-3.2704,MainStreet
2022-05-10,0.0,0.6746,MainStreet
2022-05-11,0.4389,4.9101,MainStreet
2022-05-12,1.7686,2.5259,MainStreet
2022-05-13,0.0,4.9036,MainStreet
2022-05-14,0.0,8.7708,MainStreet
2022-05-15,0.0,11.495,MainStreet
2022-05-16,0.0026,13.6445,MainStreet
2022-05-17,0.0,10.4964,MainStreet
2022-05-18,0.0,10.425,MainStreet
2022-05-19,2.4764,3.5473,MainStreet
2022-05-20,0.5002,0.0549,MainStreet
2022-05-21,0.0,2.2272,MainStreet
2022-05-22,0.6109,3.9853,MainStreet
2022-05-23,0.0,3.3436,MainStreet
2022-05-24,0.2394,5.3642,MainStreet
2022-05-25,0.0,8.733,MainStreet
2022-05-26,0.0,14.6754,MainStreet
2022-05-27,0.534,13.4368,MainStreet
2022-05-28,11.4708,5.3481,MainStreet
2022-05-29,10.7133,2.0533,MainStreet
2022-05-30,2.5591,2.1546,MainStreet
2022-05-31,1.1489,3.9653,MainStreet
2022-06-01,0.0,7.6911,MainStreet
2022-06-02,0.0,10.927,MainStreet
2022-06-03,0.0619,13.254,MainStreet
2022-06-04,0.0,12.9063,MainStreet
2022-06-05,6.164,10.0387,MainStreet
2022-06-06,0.0,9.2542,MainStreet
2022-06-07,0.0,9.5538,MainStreet
2022-06-08,0.0,12.4395,MainStreet
2022-06-09,0.0,14.8347,MainStreet
2022-06-10,0.0,16.6467,MainStreet
2022-06-11,0.0,17.6582,MainStreet
2022-06-12,0.3983,16.1442,MainStreet
2022-06-13,7.2882,4.4394,MainStreet
2022-06-14,0.1144,3.5371,MainStreet
2022-06-15,0.0,6.0795,MainStreet
2022-06-16,0.0,15.0557,MainStreet
2022-06-17,0.0,19.127,MainStreet
2022-06-18,0.7595,14.6114,MainStreet
2022-06-19,0.1371,8.6263,MainStreet
2022-06-20,1.9576,5.1149,MainStreet
2022-06-21,0.0,10.2278,MainStreet
2022-06-22,0.0,14.252,MainStreet
2022-06-23,0.0,15.4177,MainStreet
2022-06-24,0.2027,12.9217,MainStreet
2022-06-25,0.2052,12.8738,MainStreet
2022-06-26,0.0,14.2647,MainStreet
2022-06-27,0.0,16.7284,MainStreet
2022-06-28,0.0,18.7663,MainStreet
2022-06-29,0.0,16.9625,MainStreet
2022-06-30,0.0003,16.2638,MainStreet
2022-07-01,0.0354,16.9289,MainStreet
2022-07-02,0.0,18.0926,MainStreet
2022-07-03,0.0,17.5825,MainStreet
2022-07-04,0.0,16.2229,MainStreet
2022-07-05,0.0,16.9642,MainStreet
2022-07-06,0.0,17.9763,MainStreet
2022-07-07,0.0,18.3035,MainStreet
2022-07-08,0.0,19.1865,MainStreet
2022-07-09,0.0,20.0515,MainStreet
2022-07-10,0.0,18.329,MainStreet
2022-07-11,0.0,17.4246,MainStreet
2022-07-12,0.0,19.6412,MainStreet
2022-07-13,0.0,20.9991,MainStreet
2022-07-14,0.0,20.7677,MainStreet
2022-07-15,0.0,17.0428,MainStreet
2022-07-16,0.0,19.6823,MainStreet
2022-07-17,0.0,22.1558,MainStreet
2022-07-18,0.0,19.4263,MainStreet
2022-07-19,0.0,18.8548,MainStreet
2022-07-20,0.0,19.6025,MainStreet
2022-07-21,0.0015,19.5502,MainStreet
2022-07-22,0.0,21.3747,MainStreet
2022-07-23,0.0,20.6407,MainStreet
2022-07-24,0.0,19.4355,MainStreet
2022-07-25,0.0,18.454,MainStreet
2022-07-26,0.0,18.9657,MainStreet
2022-07-27,0.0,20.1301,MainStreet
2022-07-28,1.5395,19.5238,MainStreet
2022-07-29,0.2944,18.8803,MainStreet
2022-07-30,0.2944,19.8644,MainStreet
2022-07-31,0.0,20.399,MainStreet
2022-08-01,5.5887,19.0276,MainStreet
2022-08-02,7.2176,15.8207,MainStreet
2022-08-03,0.2139,17.2354,MainStreet
2022-08-04,0.002,19.6864,MainStreet
2022-08-05,2.2866,17.7884,MainStreet
2022-08-06,23.4012,12.2459,MainStreet
2022-08-07,0.5298,14.4759,MainStreet
2022-08-08,0.0,15.9715,MainStreet
2022-08-09,0.0,18.8896,MainStreet
2022-08-10,0.1242,19.2569,MainStreet
2022-08-11,0.0,17.9807,MainStreet
2022-08-12,0.0487,19.1764,MainStreet
2022-08-13,9.4733,16.3098,MainStreet
2022-08-14,0.0028,17.2285,MainStreet
2022-08-15,0.0,17.8616,MainStreet
2022-08-16,0.0,19.0028,MainStreet
2022-08-17,0.0,19.7777,MainStreet
2022-08-18,0.0,19.6869,MainStreet
2022-08-19,3.8206,17.1114,MainStreet
2022-08-20,3.8461,13.9852,MainStreet
2022-08-21,0.0,15.8399,MainStreet
2022-08-22,0.1522,17.2531,MainStreet
2022-08-23,0.0,18.1138,MainStreet
2022-08-24,0.2773,18.6311,MainStreet
2022-08-25,0.0,17.4375,MainStreet
2022-08-26,0.2432,17.6146,MainStreet
2022-08-27,0.0575,16.8436,MainStreet
2022-08-28,0.0,15.2049,MainStreet
2022-08-29,0.0,16.7697,MainStreet
2022-08-30,0.0,19.5558,MainStreet
2022-08-31,0.0,20.8104,MainStreet
2022-09-01,0.0,20.5364,MainStreet
2022-09-02,0.0,19.9236,MainStreet
2022-09-03,0.0,21.832,MainStreet
2022-09-04,0.0,22.5683,MainStreet
2022-09-05,0.0,22.2892,MainStreet
2022-09-06,0.0,22.7021,MainStreet
2022-09-07,0.0,23.5859,MainStreet
2022-09-08,0.0,17.475,MainStreet
2022-09-09,0.3097,12.1536,MainStreet
2022-09-10,0.6447,11.3657,MainStreet
2022-09-11,0.0,15.457,MainStreet
2022-09-12,0.0,16.8622,MainStreet
2022-09-13,9.6235,12.818,MainStreet
2022-09-14,1.0889,10.888,MainStreet
2022-09-15,11.8383,10.9572,MainStreet
2022-09-16,12.1753,9.4851,MainStreet
2022-09-17,4.37,9.5354,MainStreet
2022-09-18,0.3544,12.8883,MainStreet
2022-09-19,0.0,14.4954,MainStreet
2022-09-20,0.0581,15.7229,MainStreet
2022-09-21,11.5062,13.2098,MainStreet
2022-09-22,0.2766,8.8233,MainStreet
2022-09-23,0.0,8.722,MainStreet
2022-09-24,0.066,11.1328,MainStreet
2022-09-25,0.2477,13.4967,MainStreet
2022-09-26,0.1265,14.9876,MainStreet
2022-09-27,0.0,14.8858,MainStreet
2022-09-28,0.0,15.4502,MainStreet
2022-09-29,0.8776,12.6649,MainStreet
2022-09-30,0.4929,7.4703,MainStreet
2022-10-01,0.0,6.2482,MainStreet
2022-10-02,0.0,8.6465,MainStreet
2022-10-03,0.0,9.5697,MainStreet
2022-10-04,0.0,10.0895,MainStreet
2022-10-05,0.0,10.8829,MainStreet
2022-10-06,0.0,11.8737,MainStreet
2022-10-07,0.0,12.0226,MainStreet
2022-10-08,0.2065,11.5661,MainStreet
2022-10-09,0.0,11.6211,MainStreet
2022-10-10,0.0,10.2494,MainStreet
2022-10-11,0.0,8.8909,MainStreet
2022-10-12,0.0,9.0699,MainStreet
2022-10-13,0.0,9.9918,MainStreet
2022-10-14,0.0,9.7943,MainStreet
2022-10-15,0.0,8.711,MainStreet
2022-10-16,0.1302,7.2474,MainStreet
2022-10-17,0.3962,9.9308,MainStreet
2022-10-18,0.4674,11.5455,MainStreet
2022-10-19,0.0,11.4435,MainStreet
2022-10-20,0.0,9.7353,MainStreet
2022-10-21,0.1299,9.017,MainStreet
2022-10-22,16.4913,3.1926,MainStreet
2022-10-23,4.7214,-3.7952,MainStreet
2022-10-24,1.1724,-3.1865,MainStreet
2022-10-25,5.0154,-2.1246,MainStreet
2022-10-26,13.2296,-3.4897,MainStreet
2022-10-27,0.0,-4.0358,MainStreet
2022-10-28,0.1796,-1.0604,MainStreet
2022-10-29,0.2356,1.8173,MainStreet
2022-10-30,0.0,1.8759,MainStreet
2022-10-31,0.0,3.3637,MainStreet
2022-11-01,0.6415,6.5144,MainStreet
2022-11-02,9.2829,-0.9652,MainStreet
2022-11-03,0.0,-4.6336,MainStreet
2022-11-04,5.8165,-5.7372,MainStreet
2022-11-05,39.6285,-1.8196,MainStreet
2022-11-06,0.1528,-2.278,MainStreet
2022-11-07,2.8662,2.6964,MainStreet
2022-11-08,27.266,1.5642,MainStreet
2022-11-09,34.2543,-2.5321,MainStreet
2022-11-10,0.1932,-8.1453,MainStreet
2022-11-11,0.0,-8.2933,MainStreet
2022-11-12,0.0,-5.2779,MainStreet
2022-11-13,0.0,-5.73,MainStreet
2022-11-14,0.0,-8.1912,MainStreet
2022-11-15,0.0,-7.8037,MainStreet
2022-11-16,0.0,-6.1678,MainStreet
2022-11-17,0.0,-6.1389,MainStreet
2022-11-18,0.0,-9.379,MainStreet
2022-11-19,0.0,-7.251,MainStreet
2022-11-20,0.0,-4.5686,MainStreet
2022-11-21,0.0,-2.9065,MainStreet
2022-11-22,0.575,-1.2977,MainStreet
2022-11-23,3.1582,-4.3267,MainStreet
2022-11-24,0.0,-3.8392,MainStreet
2022-11-25,0.0,1.5261,MainStreet
2022-11-26,3.4141,-3.048,MainStreet
2022-11-27,0.0,-4.6118,MainStreet
2022-11-28,13.9539,-6.4412,MainStreet
2022-11-29,0.0,-10.7148,MainStreet
2022-11-30,0.0869,-5.0707,MainStreet
2022-12-01,10.1525,-2.5277,MainStreet
2022-12-02,8.9085,-10.9753,MainStreet
2022-12-03,0.1972,-7.9023,MainStreet
2022-12-04,13.5684,-2.3479,MainStreet
2022-12-05,0.0,-6.43,MainStreet
2022-12-06,0.0,-7.701,MainStreet
2022-12-07,0.1176,-7.7947,MainStreet
2022-12-08,0.0,-8.1663,MainStreet
2022-12-09,6.0265,-7.8604,MainStreet
2022-12-10,0.2633,-3.8425,MainStreet
2022-12-11,15.9337,-1.8748,MainStreet
2022-12-12,5.5316,-5.9908,MainStreet
2022-12-13,1.8342,-7.2171,MainStreet
2022-12-14,3.2648,-8.0996,MainStreet
2022-12-15,0.0006,-11.6275,MainStreet
2022-12-16,0.0,-12.8098,MainStreet
2022-12-17,0.0,-12.0783,MainStreet
2022-12-18,0.0,-8.8987,MainStreet
2022-12-19,0.0,-8.862,MainStreet
2022-12-20,0.9535,-4.7094,MainStreet
2022-12-21,17.0816,-9.5188,MainStreet
2022-12-22,0.0,-16.4204,MainStreet
2022-12-23,4.2926,-7.9477,MainStreet
2022-12-24,4.0203,-2.3338,MainStreet
2022-12-25,1.3634,-0.3699,MainStreet
2022-12-26,0.0,1.5679,MainStreet
2022-12-27,34.9164,-0.1438,MainStreet
2022-12-28,4.8181,-5.9296,MainStreet
2022-12-29,0.0,-7.7502,MainStreet
2022-12-30,15.246,-3.9666,MainStreet
2022-12-31,15.7651,-1.8398,MainStreet
2023-01-01,17.2448,-5.1753,MainStreet
2023-01-02,0.7398,-6.8187,MainStreet
2023-01-03,2.8132,-8.7921,MainStreet
2023-01-04,0.0,-6.9084,MainStreet
2023-01-05,4.8907,-4.6241,MainStreet
2023-01-06,9.5129,-3.6388,MainStreet
2023-01-07,0.0,-3.896,MainStreet
2023-01-08,0.0,-4.2695,MainStreet
2023-01-09,15.087,-4.2385,MainStreet
2023-01-10,25.4867,-1.32,MainStreet
2023-01-11,17.9963,-7.0115,MainStreet
2023-01-12,0.4774,-4.828,MainStreet
2023-01-13,0.5777,-1.0237,MainStreet
2023-01-14,1.8848,-1.413,MainStreet
2023-01-15,11.8475,-3.8087,MainStreet
2023-01-16,1.1594,-4.5244,MainStreet
2023-01-17,0.5906,-6.7736,MainStreet
2023-01-18,0.0,-9.7294,MainStreet
2023-01-19,0.2049,-9.4541,MainStreet
2023-01-20,0.053,-9.0741,MainStreet
2023-01-21,0.0,-11.2467,MainStreet
2023-01-22,0.0376,-12.2265,MainStreet
2023-01-23,0.0,-8.4612,MainStreet
2023-01-24,1.1423,-10.949,MainStreet
2023-01-25,0.0,-10.5077,MainStreet
2023-01-26,5.8978,-8.9575,MainStreet
2023-01-27,25.3853,-5.6956,MainStreet
2023-01-28,18.8047,-6.8553,MainStreet
2023-01-29,5.538,-13.5813,MainStreet
2023-01-30,0.2258,-19.5013,MainStreet
2023-01-31,0.0,-16.9801,MainStreet
2023-02-01,0.0,-9.2996,MainStreet
2023-02-02,0.3121,-6.281,MainStreet
2023-02-03,0.0227,-3.3037,MainStreet
2023-02-04,0.3115,-3.4841,MainStreet
2023-02-05,10.9831,-3.5484,MainStreet
2023-02-06,9.0174,-4.7367,MainStreet
2023-02-07,0.0,-5.1471,MainStreet
2023-02-08,1.9386,-9.1678,MainStreet
2023-02-09,0.0,-9.9319,MainStreet
2023-02-10,1.3488,-5.7161,MainStreet
2023-02-11,0.0,-2.7803,MainStreet
2023-02-12,0.0,-2.2023,MainStreet
2023-02-13,4.7921,-4.3071,MainStreet
2023-02-14,7.8505,-11.002,MainStreet
2023-02-15,0.0,-12.4104,MainStreet
2023-02-16,0.0,-11.5227,MainStreet
2023-02-17,0.3236,-7.7363,MainStreet
2023-02-18,4.7447,-6.9777,MainStreet
2023-02-19,3.7108,-4.8238,MainStreet
2023-02-20,5.8107,-2.0331,MainStreet
2023-02-21,33.4736,-4.5666,MainStreet
2023-02-22,0.1209,-11.7193,MainStreet
2023-02-23,0.0,-10.6114,MainStreet
2023-02-24,0.0,-2.4196,MainStreet
2023-02-25,0.0128,0.5332,MainStreet
2023-02-26,30.6189,-2.1437,MainStreet
2023-02-27,5.3438,-9.972,MainStreet
2023-02-28,0.7484,-6.4267,MainStreet
2023-03-01,3.6061,-1.4337,MainStreet
2023-03-02,0.2889,-9.2108,MainStreet
2023-03-03,5.1862,-11.576,MainStreet
2023-03-04,19.9103,-8.1828,MainStreet
2023-03-05,10.253,-6.7706,MainStreet
2023-03-06,1.2371,-10.91,MainStreet
2023-03-07,0.2367,-10.6019,MainStreet
2023-03-08,10.6908,-9.5348,MainStreet
2023-03-09,6.3765,-6.1722,MainStreet
2023-03-10,23.5347,-2.4864,MainStreet
2023-03-11,0.3821,-6.4826,MainStreet
2023-03-12,1.6206,-4.7439,MainStreet
2023-03-13,3.8427,-1.7469,MainStreet
2023-03-14,7.4788,1.946,MainStreet
2023-03-15,18.7423,-4.4434,MainStreet
2023-03-16,0.4358,-7.7827,MainStreet
2023-03-17,0.0,-8.6757,MainStreet
2023-03-18,0.1625,-6.7996,MainStreet
2023-03-19,1.8033,-3.8109,MainStreet
2023-03-20,10.8899,-2.8054,MainStreet
2023-03-21,6.322,-2.8107,MainStreet
2023-03-22,9.6864,-2.3374,MainStreet
2023-03-23,6.0565,-2.4055,MainStreet
2023-03-24,18.7735,-6.846,MainStreet
2023-03-25,9.5267,-11.1053,MainStreet
2023-03-26,3.0167,-10.791,MainStreet
2023-03-27,1.4077,-9.9103,MainStreet
2023-03-28,0.6627,-5.78,MainStreet
2023-03-29,8.9592,0.0538,MainStreet
2023-03-30,13.5851,-3.5791,MainStreet
2023-03-31,22.7332,-3.1895,MainStreet
2023-04-01,3.8945,-1.0875,MainStreet
2023-04-02,24.0848,-3.5809,MainStreet
2023-04-03,22.2566,-5.0399,MainStreet
2023-04-04,13.2139,-6.7857,MainStreet
2023-04-05,6.8656,-7.3431,MainStreet
2023-04-06,0.3314,-6.5323,MainStreet
2023-04-07,0.0,-2.2469,MainStreet
2023-04-08,0.0,2.0786,MainStreet
2023-04-09,0.0,3.0355,MainStreet
2023-04-10,0.0,6.1357,MainStreet
2023-04-11,0.0,8.8504,MainStreet
2023-04-12,0.3051,5.8814,MainStreet
2023-04-13,4.0143,-4.334,MainStreet
2023-04-14,0.0,-4.3545,MainStreet
2023-04-15,0.0,-1.9046,MainStreet
2023-04-16,0.0,4.017,MainStreet
2023-04-17,0.7078,5.3118,MainStreet
2023-04-18,19.6554,-3.7716,MainStreet
2023-04-19,0.0,-5.3856,MainStreet
2023-04-20,4.0042,-4.1553,MainStreet
2023-04-21,10.307,-3.2607,MainStreet
2023-04-22,0.2263,-2.1492,MainStreet
2023-04-23,0.0,-0.8631,MainStreet
2023-04-24,12.1414,1.868,MainStreet
2023-04-25,0.0006,-0.6003,MainStreet
2023-04-26,0.0,4.082,MainStreet
2023-04-27,0.0,4.5315,MainStreet
2023-04-28,0.8603,4.7717,MainStreet
2023-04-29,0.0,9.0971,MainStreet
2023-04-30,0.0,12.2443,MainStreet
2023-05-01,0.0,12.9997,MainStreet
2023-05-02,0.0,10.7006,MainStreet
2023-05-03,0.0,11.4265,MainStreet
2023-05-04,5.5641,6.657,MainStreet
2023-05-05,0.318,4.2553,MainStreet
2023-05-06,6.4032,4.0917,MainStreet
2023-05-07,2.5103,3.9569,MainStreet
2023-05-08,2.585,5.9942,MainStreet
2023-05-09,0.2832,6.1604,MainStreet
2023-05-10,0.0,7.3389,MainStreet
2023-05-11,0.0,7.0996,MainStreet
2023-05-12,0.1228,8.7393,MainStreet
2023-05-13,0.0001,8.9535,MainStreet
2023-05-14,11.4553,8.6908,MainStreet
2023-05-15,0.0,10.9498,MainStreet
2023-05-16,0.0232,11.5332,MainStreet
2023-05-17,0.7634,11.1285,MainStreet
2023-05-18,0.5131,10.5177,MainStreet
2023-05-19,0.0,11.5075,MainStreet
2023-05-20,0.0,13.5665,MainStreet
2023-05-21,0.0,14.738,MainStreet
2023-05-22,2.8656,12.904,MainStreet
2023-05-23,16.9419,11.9538,MainStreet
2023-05-24,2.3562,11.0781,MainStreet
2023-05-25,2.7208,10.7765,MainStreet
2023-05-26,0.672,9.6484,MainStreet
2023-05-27,1.0877,9.1811,MainStreet
2023-05-28,0.0149,9.4305,MainStreet
2023-05-29,0.0,11.2042,MainStreet
2023-05-30,0.0,12.1527,MainStreet
2023-05-31,0.0,12.5901,MainStreet
2023-06-01,2.5727,11.5328,MainStreet
2023-06-02,0.2274,9.1093,MainStreet
2023-06-03,0.1066,10.7103,MainStreet
2023-06-04,1.8133,11.298,MainStreet
2023-06-05,0.2878,13.573,MainStreet
2023-06-06,0.0694,14.2946,MainStreet
2023-06-07,0.3315,12.8525,MainStreet
2023-06-08,1.4504,12.2034,MainStreet
2023-06-09,2.6533,11.1992,MainStreet
2023-06-10,0.1197,11.3682,MainStreet
2023-06-11,1.6736,11.9857,MainStreet
2023-06-12,5.4128,10.8627,MainStreet
2023-06-13,0.2856,10.6622,MainStreet
2023-06-14,8.0366,10.7543,MainStreet
2023-06-15,3.8051,8.4602,MainStreet
2023-06-16,0.9848,9.1232,MainStreet
2023-06-17,0.0,10.5482,MainStreet
2023-06-18,3.1991,12.6607,MainStreet
2023-06-19,5.7573,11.4128,MainStreet
2023-06-20,3.0687,7.2811,MainStreet
2023-06-21,0.0,8.4827,MainStreet
2023-06-22,0.0006,11.8756,MainStreet
2023-06-23,0.0746,11.0622,MainStreet
2023-06-24,0.0,11.5106,MainStreet
2023-06-25,0.0,14.4179,MainStreet
2023-06-26,0.0,14.5682,MainStreet
2023-06-27,0.367,12.7133,MainStreet
2023-06-28,0.0,12.774,MainStreet
2023-06-29,1.7818,12.382,MainStreet
2023-06-30,0.002,14.6382,MainStreet
2023-07-01,0.0,16.0793,MainStreet
2023-07-02,0.0,16.9165,MainStreet
2023-07-03,1.5637,16.2376,MainStreet
2023-07-04,0.0,14.3128,MainStreet
2023-07-05,0.0,13.6243,MainStreet
2023-07-06,0.0,15.4476,MainStreet
2023-07-07,0.1727,15.5633,MainStreet
2023-07-08,0.0,15.9231,MainStreet
2023-07-09,0.0,18.0617,MainStreet
2023-07-10,0.0,18.3767,MainStreet
2023-07-11,0.0,17.5084,MainStreet
2023-07-12,0.0,17.934,MainStreet
2023-07-13,0.0069,17.6832,MainStreet
2023-07-14,0.0,16.1903,MainStreet
2023-07-15,0.0,16.8723,MainStreet
2023-07-16,0.0,20.1944,MainStreet
2023-07-17,0.0,21.656,MainStreet
2023-07-18,0.0616,19.7912,MainStreet
2023-07-19,0.3629,18.6634,MainStreet
2023-07-20,0.0,18.0093,MainStreet
2023-07-21,0.0595,19.28,MainStreet
2023-07-22,0.0,21.3892,MainStreet
2023-07-23,0.0,23.2144,MainStreet
2023-07-24,0.8563,18.1501,MainStreet
2023-07-25,0.0,17.944,MainStreet
2023-07-26,0.0,19.6092,MainStreet
2023-07-27,0.0197,19.8004,MainStreet
2023-07-28,0.0,19.8966,MainStreet
2023-07-29,0.0,21.0113,MainStreet
2023-07-30,0.0,21.0134,MainStreet
2023-07-31,3.7591,19.159,MainStreet
2023-08-01,20.9898,18.1972,MainStreet
2023-08-02,5.2222,14.4886,MainStreet
2023-08-03,21.5382,11.6378,MainStreet
2023-08-04,7.2165,13.5981,MainStreet
2023-08-05,0.5369,14.4799,MainStreet
2023-08-06,1.112,14.5203,MainStreet
2023-08-07,1.1492,13.6137,MainStreet
2023-08-08,1.2906,10.7703,MainStreet
2023-08-09,0.1666,13.1917,MainStreet
2023-08-10,0.0,16.5555,MainStreet
2023-08-11,0.0,16.9844,MainStreet
2023-08-12,0.0,17.2817,MainStreet
2023-08-13,0.0,16.4325,MainStreet
2023-08-14,0.0,16.9118,MainStreet
2023-08-15,0.0,19.7562,MainStreet
2023-08-16,0.0,20.2774,MainStreet
2023-08-17,0.0,20.693,MainStreet
2023-08-18,0.0,19.4844,MainStreet
2023-08-19,2.0177,17.128,MainStreet
2023-08-20,1.4027,16.6853,MainStreet
2023-08-21,3.7889,16.6022,MainStreet
2023-08-22,2.5418,12.9534,MainStreet
2023-08-23,0.0,15.7743,MainStreet
2023-08-24,0.0,16.5567,MainStreet
2023-08-25,0.0,17.3005,MainStreet
2023-08-26,5.2438,17.6906,MainStreet
2023-08-27,0.1181,16.7649,MainStreet
2023-08-28,0.0575,17.5787,MainStreet
2023-08-29,0.1997,18.3673,MainStreet
2023-08-30,1.5592,13.9826,MainStreet
2023-08-31,0.1592,15.436,MainStreet
2023-09-01,0.4711,15.5742,MainStreet
2023-09-02,0.0949,15.7228,MainStreet
2023-09-03,7.3008,14.3359,MainStreet
2023-09-04,22.3895,7.5261,MainStreet
2023-09-05,0.5839,10.6716,MainStreet
2023-09-06,0.1733,12.844,MainStreet
2023-09-07,0.0642,14.7079,MainStreet
2023-09-08,0.0,15.5201,MainStreet
2023-09-09,0.0074,15.5947,MainStreet
2023-09-10,0.0612,14.6529,MainStreet
2023-09-11,0.0851,14.0634,MainStreet
2023-09-12,0.0,14.7965,MainStreet
2023-09-13,0.7321,12.1425,MainStreet
2023-09-14,1.0273,11.7001,MainStreet
2023-09-15,0.0,12.1749,MainStreet
2023-09-16,0.0,13.3433,MainStreet
2023-09-17,0.0255,13.7454,MainStreet
2023-09-18,0.0,14.5445,MainStreet
2023-09-19,5.2449,12.089,MainStreet
2023-09-20,3.8417,11.1647,MainStreet
2023-09-21,8.1494,4.7312,MainStreet
2023-09-22,10.6338,3.2306,MainStreet
2023-09-23,0.2927,5.9413,MainStreet
2023-09-24,0.089,9.1458,MainStreet
2023-09-25,0.0,13.2899,MainStreet
2023-09-26,0.0,13.9143,MainStreet
2023-09-27,0.0,12.4487,MainStreet
2023-09-28,0.1475,10.0348,MainStreet
2023-09-29,0.0,11.2382,MainStreet
2023-09-30,0.508,11.5244,MainStreet
2023-10-01,2.8372,7.4123,MainStreet
2023-10-02,12.5059,4.2789,MainStreet
2023-10-03,7.5259,3.1774,MainStreet
2023-10-04,2.6337,5.1719,MainStreet
2023-10-05,0.0114,7.0922,MainStreet
2023-10-06,0.0,9.3744,MainStreet
2023-10-07,0.109,10.7488,MainStreet
2023-10-08,0.0,11.2469,MainStreet
2023-10-09,0.0522,11.8846,MainStreet
2023-10-10,0.7226,10.7371,MainStreet
2023-10-11,9.1772,2.885,MainStreet
2023-10-12,2.4661,1.1482,MainStreet
2023-10-13,0.4881,3.4828,MainStreet
2023-10-14,0.0035,5.67,MainStreet
2023-10-15,0.0,8.5045,MainStreet
2023-10-16,0.0,11.5211,MainStreet
2023-10-17,0.0,9.9895,MainStreet
2023-10-18,0.0,9.1492,MainStreet
2023-10-19,0.0,11.3154,MainStreet
2023-10-20,0.0,11.6374,MainStreet
2023-10-21,0.0,11.4891,MainStreet
2023-10-22,0.0026,11.0312,MainStreet
2023-10-23,0.0955,7.7968,MainStreet
2023-10-24,0.0,5.014,MainStreet
2023-10-25,11.6549,5.0306,MainStreet
2023-10-26,13.4526,-5.1036,MainStreet
2023-10-27,0.0,-3.7315,MainStreet
2023-10-28,0.0,-6.724,MainStreet
2023-10-29,0.0,-6.8738,MainStreet
2023-10-30,0.2339,-4.8239,MainStreet
2023-10-31,0.0,-0.1479,MainStreet
2023-11-01,0.0,3.1003,MainStreet
2023-11-02,0.0947,5.0542,MainStreet
2023-11-03,0.0,5.1377,MainStreet
2023-11-04,0.0654,6.2706,MainStreet
2023-11-05,0.0301,6.0969,MainStreet
2023-11-06,7.1446,4.721,MainStreet
2023-11-07,12.48,-1.3736,MainStreet
2023-11-08,1.0778,-2.7928,MainStreet
2023-11-09,0.0,-2.5957,MainStreet
2023-11-10,0.0,-2.0684,MainStreet
2023-11-11,0.0,-0.2432,MainStreet
2023-11-12,0.0,3.4587,MainStreet
2023-11-13,0.0,5.2444,MainStreet
2023-11-14,0.0,4.3082,MainStreet
2023-11-15,0.9021,5.4796,MainStreet
2023-11-16,12.6734,2.1451,MainStreet
