,Day,P,T,Site,Discharge_cms,Area,Month,Year
0,2018-06-18,0.0067,9.3245,AboveWoodCamp,4.860850488974062,402.836,6,2018
1,2018-06-19,0.1799,9.8528,AboveWoodCamp,4.687956430028799,402.836,6,2018
2,2018-06-20,0.0,11.3796,AboveWoodCamp,4.527820277249099,402.836,6,2018
3,2018-06-21,0.0,14.6775,AboveWoodCamp,4.296200685737297,402.836,6,2018
4,2018-06-22,0.0,12.2427,AboveWoodCamp,4.160555195373511,402.836,6,2018
5,2018-06-23,0.0,11.7651,AboveWoodCamp,4.069867771150265,402.836,6,2018
6,2018-06-24,0.0,10.8344,AboveWoodCamp,3.9848167731481943,402.836,6,2018
7,2018-06-25,0.0,14.093,AboveWoodCamp,3.8711000703187977,402.836,6,2018
8,2018-06-26,0.0,16.6373,AboveWoodCamp,3.7492793245182052,402.836,6,2018
9,2018-06-27,0.0,17.322,AboveWoodCamp,3.61017409996458,402.836,6,2018
10,2018-06-28,0.0,16.6213,AboveWoodCamp,3.540960504524838,402.836,6,2018
11,2018-06-29,0.0,10.5812,AboveWoodCamp,3.516455179497811,402.836,6,2018
12,2018-06-30,0.0,10.3047,AboveWoodCamp,3.495278022147552,402.836,6,2018
13,2018-07-01,0.0,12.4982,AboveWoodCamp,3.4276028061861528,402.836,7,2018
14,2018-07-02,0.0,14.833,AboveWoodCamp,3.355409207079026,402.836,7,2018
15,2018-07-03,0.0,12.4109,AboveWoodCamp,3.2859834261636784,402.836,7,2018
16,2018-07-04,0.0,15.3341,AboveWoodCamp,3.2936901042938445,402.836,7,2018
17,2018-07-05,0.0,18.2104,AboveWoodCamp,3.2235050383424877,402.836,7,2018
18,2018-07-06,0.0,20.391,AboveWoodCamp,3.167123984892727,402.836,7,2018
19,2018-07-07,0.0,20.2572,AboveWoodCamp,3.113966317133015,402.836,7,2018
20,2018-07-08,0.0,20.5452,AboveWoodCamp,3.075288485709228,402.836,7,2018
21,2018-07-09,0.0718,20.3618,AboveWoodCamp,3.007563699576915,402.836,7,2018
22,2018-07-10,0.0,20.006,AboveWoodCamp,2.990791951088146,402.836,7,2018
23,2018-07-11,0.0,18.9295,AboveWoodCamp,2.9599035921762042,402.836,7,2018
24,2018-07-12,0.0,18.0418,AboveWoodCamp,2.944614657611103,402.836,7,2018
25,2018-07-13,0.0,18.7119,AboveWoodCamp,2.9575469786816804,402.836,7,2018
26,2018-07-14,0.0,17.598,AboveWoodCamp,2.940987206793396,402.836,7,2018
27,2018-07-15,0.0,18.9704,AboveWoodCamp,2.9403983325227734,402.836,7,2018
28,2018-07-16,0.825,17.9969,AboveWoodCamp,2.8721267702043867,402.836,7,2018
29,2018-07-17,0.0,17.1774,AboveWoodCamp,2.878524883490815,402.836,7,2018
30,2018-07-18,0.0,18.2682,AboveWoodCamp,2.8506868091287427,402.836,7,2018
31,2018-07-19,0.0,19.4036,AboveWoodCamp,2.8110690987168816,402.836,7,2018
32,2018-07-20,0.0,20.3791,AboveWoodCamp,2.7817299498654737,402.836,7,2018
33,2018-07-21,0.0,20.372,AboveWoodCamp,2.7430011377592343,402.836,7,2018
34,2018-07-22,0.0789,16.233,AboveWoodCamp,2.7177249646226542,402.836,7,2018
35,2018-07-23,0.0,17.3652,AboveWoodCamp,2.7539872483568355,402.836,7,2018
36,2018-07-24,0.083,19.585,AboveWoodCamp,2.707605131886871,402.836,7,2018
37,2018-07-25,0.0,19.4377,AboveWoodCamp,2.633430922131844,402.836,7,2018
38,2018-07-26,0.0,18.552,AboveWoodCamp,2.629107021259568,402.836,7,2018
39,2018-07-27,0.0,18.4155,AboveWoodCamp,2.6049748813931215,402.836,7,2018
40,2018-07-28,0.2818,19.154,AboveWoodCamp,2.591613274344946,402.836,7,2018
41,2018-07-29,0.0,17.6453,AboveWoodCamp,2.5787243097577073,402.836,7,2018
42,2018-07-30,0.0,17.0489,AboveWoodCamp,2.5638161900623233,402.836,7,2018
43,2018-07-31,0.0,19.3494,AboveWoodCamp,2.538890506706369,402.836,7,2018
44,2018-08-01,0.0,20.064,AboveWoodCamp,2.48094647940673,402.836,8,2018
45,2018-08-02,1.3238,17.7125,AboveWoodCamp,2.4825340625427326,402.836,8,2018
46,2018-08-03,0.1315,16.4988,AboveWoodCamp,2.4951100830861885,402.836,8,2018
47,2018-08-04,0.0,15.2078,AboveWoodCamp,2.470738999271416,402.836,8,2018
48,2018-08-05,0.0,15.0653,AboveWoodCamp,2.465978208663678,402.836,8,2018
49,2018-08-06,0.0,14.9461,AboveWoodCamp,2.470665621219135,402.836,8,2018
50,2018-08-07,0.0,15.946,AboveWoodCamp,2.4359046149558643,402.836,8,2018
51,2018-08-08,0.0,17.8234,AboveWoodCamp,2.4175764343596597,402.836,8,2018
52,2018-08-09,0.0,19.3241,AboveWoodCamp,2.3937168989883912,402.836,8,2018
53,2018-08-10,0.0,20.5483,AboveWoodCamp,2.371890124977339,402.836,8,2018
54,2018-08-11,0.0,21.2662,AboveWoodCamp,2.345546305396257,402.836,8,2018
55,2018-08-12,0.0,20.5782,AboveWoodCamp,2.3370001584786273,402.836,8,2018
56,2018-08-13,0.0,19.4887,AboveWoodCamp,2.3438663007368743,402.836,8,2018
57,2018-08-14,0.0,17.9562,AboveWoodCamp,2.404987146497278,402.836,8,2018
58,2018-08-15,0.0,17.3374,AboveWoodCamp,2.416826209678793,402.836,8,2018
59,2018-08-16,0.0,18.0957,AboveWoodCamp,2.396824041935598,402.836,8,2018
60,2018-08-17,0.0,17.4549,AboveWoodCamp,2.3869484272859856,402.836,8,2018
61,2018-08-18,0.0708,13.8591,AboveWoodCamp,2.3622841741505387,402.836,8,2018
62,2018-08-19,0.0,14.5675,AboveWoodCamp,2.387014998246152,402.836,8,2018
63,2018-08-20,0.0,16.0583,AboveWoodCamp,2.3637149169710256,402.836,8,2018
64,2018-08-21,0.0,14.7581,AboveWoodCamp,2.3535360316081158,402.836,8,2018
65,2018-08-22,8.3846,11.8594,AboveWoodCamp,2.355988421767641,402.836,8,2018
66,2018-08-23,0.5149,12.5084,AboveWoodCamp,2.4212668721492854,402.836,8,2018
67,2018-08-24,0.0,14.9705,AboveWoodCamp,2.357797579275825,402.836,8,2018
68,2018-08-25,0.011,14.9225,AboveWoodCamp,2.339595878293747,402.836,8,2018
69,2018-08-26,0.0265,13.5609,AboveWoodCamp,2.320088270705197,402.836,8,2018
70,2018-08-27,0.0185,7.9757,AboveWoodCamp,2.3245136254246113,402.836,8,2018
71,2018-08-28,0.0,8.3633,AboveWoodCamp,2.3679478067625364,402.836,8,2018
72,2018-08-29,0.0,11.8366,AboveWoodCamp,2.3398543391326267,402.836,8,2018
73,2018-08-30,0.0,15.5251,AboveWoodCamp,2.288553039230614,402.836,8,2018
74,2018-08-31,0.0,14.3461,AboveWoodCamp,2.2573884532312825,402.836,8,2018
75,2018-09-01,0.0,13.2777,AboveWoodCamp,2.2704035445528197,402.836,9,2018
76,2018-09-02,0.124,13.946,AboveWoodCamp,2.2671108833614,402.836,9,2018
77,2018-09-03,0.0,15.1252,AboveWoodCamp,2.234902765327763,402.836,9,2018
78,2018-09-04,0.0,15.307,AboveWoodCamp,2.229294335381293,402.836,9,2018
79,2018-09-05,0.0,16.1329,AboveWoodCamp,2.2159723006525724,402.836,9,2018
80,2018-09-06,0.1594,16.2793,AboveWoodCamp,2.223527453382724,402.836,9,2018
81,2018-09-07,0.0,16.6762,AboveWoodCamp,2.21532378018831,402.836,9,2018
82,2018-09-08,0.0,16.2988,AboveWoodCamp,2.214835241535271,402.836,9,2018
83,2018-09-09,0.0,14.6416,AboveWoodCamp,2.1989751581729844,402.836,9,2018
84,2018-09-10,0.0,15.918,AboveWoodCamp,2.1793165829579033,402.836,9,2018
85,2018-09-11,0.0,14.6129,AboveWoodCamp,2.1641594098050545,402.836,9,2018
86,2018-09-12,0.0,12.9932,AboveWoodCamp,2.1586163860885903,402.836,9,2018
87,2018-09-13,0.0206,10.6719,AboveWoodCamp,2.162189043914809,402.836,9,2018
88,2018-09-14,0.0,13.1444,AboveWoodCamp,2.1723800743430908,402.836,9,2018
89,2018-09-15,0.0,15.659,AboveWoodCamp,2.145224917668706,402.836,9,2018
90,2018-09-16,0.0,13.955,AboveWoodCamp,2.136796594757578,402.836,9,2018
91,2018-09-17,0.0,13.9156,AboveWoodCamp,2.146735228951344,402.836,9,2018
92,2018-09-18,0.202,14.3191,AboveWoodCamp,2.129099066035715,402.836,9,2018
93,2018-09-19,0.0,12.7733,AboveWoodCamp,2.133701858669482,402.836,9,2018
94,2018-09-20,0.0,8.2235,AboveWoodCamp,2.156628732393819,402.836,9,2018
95,2018-09-21,0.0,10.4778,AboveWoodCamp,2.147975745156758,402.836,9,2018
96,2018-09-22,0.2237,14.0105,AboveWoodCamp,2.1284227355187464,402.836,9,2018
97,2018-09-23,0.0,11.3183,AboveWoodCamp,2.117783906340924,402.836,9,2018
98,2018-09-24,0.0923,5.9971,AboveWoodCamp,2.1470227851808557,402.836,9,2018
99,2018-09-25,0.0,6.0491,AboveWoodCamp,2.1635133337899277,402.836,9,2018
100,2018-09-26,0.2426,7.0136,AboveWoodCamp,2.163434203110756,402.836,9,2018
101,2018-09-27,0.0,10.6179,AboveWoodCamp,2.1556030955986047,402.836,9,2018
102,2018-09-28,0.0,12.9042,AboveWoodCamp,2.131489905698947,402.836,9,2018
103,2018-09-29,0.0,14.3781,AboveWoodCamp,2.131386134620947,402.836,9,2018
104,2018-09-30,0.0,10.1401,AboveWoodCamp,2.115272816067433,402.836,9,2018
105,2018-10-01,0.0275,10.1237,AboveWoodCamp,2.1624134450846886,402.836,10,2018
106,2018-10-02,10.0525,11.8635,AboveWoodCamp,2.1329493339467813,402.836,10,2018
107,2018-10-03,8.4047,10.1724,AboveWoodCamp,2.176149491777464,402.836,10,2018
108,2018-10-04,28.5207,4.9224,AboveWoodCamp,2.269912176772673,402.836,10,2018
109,2018-10-05,4.2555,2.2508,AboveWoodCamp,2.3052642682936226,402.836,10,2018
110,2018-10-06,0.974,1.803,AboveWoodCamp,2.245880323277888,402.836,10,2018
111,2018-10-07,0.5004,3.338,AboveWoodCamp,2.209088267090774,402.836,10,2018
112,2018-10-08,0.0828,2.6839,AboveWoodCamp,2.2099420720593526,402.836,10,2018
113,2018-10-09,11.2602,-0.8851,AboveWoodCamp,2.2153150867296088,402.836,10,2018
114,2018-10-10,22.1988,-0.9955,AboveWoodCamp,2.2689092678154323,402.836,10,2018
115,2018-10-11,0.0,0.5434,AboveWoodCamp,2.24503224476926,402.836,10,2018
116,2018-10-12,0.0,1.3808,AboveWoodCamp,2.2363366067198087,402.836,10,2018
117,2018-10-13,0.0,-0.1685,AboveWoodCamp,2.191427587277709,402.836,10,2018
118,2018-10-14,0.0,-5.2479,AboveWoodCamp,2.245321221280122,402.836,10,2018
119,2018-10-15,0.0,-2.5567,AboveWoodCamp,2.2440755408221067,402.836,10,2018
120,2018-10-16,0.0,2.5176,AboveWoodCamp,2.1976866176555485,402.836,10,2018
121,2018-10-17,0.0,4.1223,AboveWoodCamp,2.187101174442621,402.836,10,2018
122,2018-10-18,0.0,4.3513,AboveWoodCamp,2.188266488396707,402.836,10,2018
123,2018-10-19,0.0,5.7554,AboveWoodCamp,2.183034208182491,402.836,10,2018
124,2018-10-20,0.0,7.9693,AboveWoodCamp,2.1639239357520306,402.836,10,2018
125,2018-10-21,0.2767,8.1209,AboveWoodCamp,2.1481037062164243,402.836,10,2018
126,2018-10-22,2.5932,7.6186,AboveWoodCamp,2.1271094353898916,402.836,10,2018
127,2018-10-23,6.5598,3.4147,AboveWoodCamp,2.1535273727259594,402.836,10,2018
128,2018-10-24,0.3461,5.3831,AboveWoodCamp,2.173404987796383,402.836,10,2018
129,2018-10-25,0.0861,2.3021,AboveWoodCamp,2.145835428805817,402.836,10,2018
130,2018-10-26,0.2767,4.5878,AboveWoodCamp,2.1555000496351937,402.836,10,2018
131,2018-10-27,0.0,7.0879,AboveWoodCamp,2.125638181596053,402.836,10,2018
132,2018-10-28,0.0,8.6671,AboveWoodCamp,2.123615824175329,402.836,10,2018
133,2018-10-29,0.0,2.219,AboveWoodCamp,2.101716921643041,402.836,10,2018
134,2018-10-30,0.5493,-2.197,AboveWoodCamp,2.1386515036492777,402.836,10,2018
135,2018-10-31,1.8642,-3.0901,AboveWoodCamp,2.156893336018648,402.836,10,2018
136,2018-11-01,2.7414,0.7886,AboveWoodCamp,2.137126011453163,402.836,11,2018
137,2018-11-02,3.0644,3.1778,AboveWoodCamp,2.1272855014821475,402.836,11,2018
138,2018-11-03,0.0,0.1575,AboveWoodCamp,2.1446755131399398,402.836,11,2018
139,2018-11-04,19.0333,-1.2668,AboveWoodCamp,2.1722522478312736,402.836,11,2018
140,2018-11-05,0.0,-2.1094,AboveWoodCamp,2.1903210668245308,402.836,11,2018
141,2018-11-06,1.3445,-4.1501,AboveWoodCamp,2.173719578271063,402.836,11,2018
142,2019-03-07,17.2534,-1.2814,AboveWoodCamp,1.9024613653552545,402.836,3,2019
143,2019-03-08,9.2628,-4.5893,AboveWoodCamp,1.904247010411081,402.836,3,2019
144,2019-03-09,0.9634,-7.3239,AboveWoodCamp,1.8802641217941691,402.836,3,2019
145,2019-03-10,0.7824,-5.1577,AboveWoodCamp,1.8546150587704562,402.836,3,2019
146,2019-03-11,0.1277,-2.8053,AboveWoodCamp,1.8466976141806768,402.836,3,2019
147,2019-03-12,2.5117,-2.0596,AboveWoodCamp,1.8529355178776157,402.836,3,2019
148,2019-03-13,4.7529,-5.2848,AboveWoodCamp,1.8625049821932078,402.836,3,2019
149,2019-03-14,0.0,-6.5807,AboveWoodCamp,1.8706987589152204,402.836,3,2019
150,2019-03-15,0.0,-5.2587,AboveWoodCamp,1.8657495179842656,402.836,3,2019
151,2019-03-16,0.0,-0.9176,AboveWoodCamp,1.8680668981087754,402.836,3,2019
152,2019-03-17,0.0,0.191,AboveWoodCamp,1.8867707606715542,402.836,3,2019
153,2019-03-18,0.0,0.2203,AboveWoodCamp,1.8964447515643477,402.836,3,2019
154,2019-03-19,0.0,-0.7226,AboveWoodCamp,1.9151478190216993,402.836,3,2019
155,2019-03-20,0.0,-0.6134,AboveWoodCamp,1.9349174069637518,402.836,3,2019
156,2019-03-21,3.4206,0.6117,AboveWoodCamp,1.934602550676065,402.836,3,2019
157,2019-03-22,9.2481,0.8114,AboveWoodCamp,1.9396659404833863,402.836,3,2019
158,2019-03-23,2.3082,1.9819,AboveWoodCamp,1.9463563029342426,402.836,3,2019
159,2019-03-24,13.2217,-0.3023,AboveWoodCamp,1.9953964800930075,402.836,3,2019
160,2019-03-25,0.0,0.2306,AboveWoodCamp,1.9860285788402086,402.836,3,2019
161,2019-03-26,0.0,3.4428,AboveWoodCamp,1.965802672778602,402.836,3,2019
162,2019-03-27,0.0,5.4469,AboveWoodCamp,1.9843778242224437,402.836,3,2019
163,2019-03-28,7.204,1.9661,AboveWoodCamp,2.038892098568828,402.836,3,2019
164,2019-03-29,13.1239,-1.8109,AboveWoodCamp,2.148516353978716,402.836,3,2019
165,2019-03-30,0.0,-1.6365,AboveWoodCamp,2.0801501360747072,402.836,3,2019
166,2019-03-31,0.0,-0.7657,AboveWoodCamp,2.0561337373436674,402.836,3,2019
167,2019-04-01,0.8721,1.1145,AboveWoodCamp,2.069985604106758,402.836,4,2019
168,2019-04-02,4.7083,1.9105,AboveWoodCamp,2.0748423950871397,402.836,4,2019
169,2019-04-03,7.3806,2.8376,AboveWoodCamp,2.175791249851955,402.836,4,2019
170,2019-04-04,0.5406,4.9344,AboveWoodCamp,2.276292556312058,402.836,4,2019
171,2019-04-05,2.7716,5.2015,AboveWoodCamp,2.3661553409034233,402.836,4,2019
172,2019-04-06,4.8902,2.1455,AboveWoodCamp,2.5524400615302185,402.836,4,2019
173,2019-04-07,0.0,2.9617,AboveWoodCamp,2.700216295149705,402.836,4,2019
174,2019-04-08,0.0,6.7423,AboveWoodCamp,2.537329707310344,402.836,4,2019
175,2019-04-09,9.2892,2.3999,AboveWoodCamp,3.055873683523703,402.836,4,2019
176,2019-04-10,9.1199,-1.4529,AboveWoodCamp,3.1368371111782385,402.836,4,2019
177,2019-04-11,4.2842,-1.2251,AboveWoodCamp,2.752406102133422,402.836,4,2019
178,2019-04-12,3.7548,-0.3465,AboveWoodCamp,2.560804790760139,402.836,4,2019
179,2019-04-13,3.1463,0.1406,AboveWoodCamp,2.503219393928107,402.836,4,2019
180,2019-04-14,22.0934,1.7307,AboveWoodCamp,2.435373242581333,402.836,4,2019
181,2019-04-15,10.5761,3.2941,AboveWoodCamp,3.3925033515715923,402.836,4,2019
182,2019-04-16,11.0745,0.5315,AboveWoodCamp,3.6991258987736466,402.836,4,2019
183,2019-04-17,0.0,1.0178,AboveWoodCamp,3.5785577861988553,402.836,4,2019
184,2019-04-18,0.0,5.4537,AboveWoodCamp,3.354762917279414,402.836,4,2019
185,2019-04-19,0.0,8.6293,AboveWoodCamp,3.809059291665544,402.836,4,2019
186,2019-04-20,5.3604,9.6335,AboveWoodCamp,4.447546311434478,402.836,4,2019
187,2019-04-21,8.9681,5.5756,AboveWoodCamp,5.383862609953159,402.836,4,2019
188,2019-04-22,0.0,4.6667,AboveWoodCamp,5.262598462393433,402.836,4,2019
189,2019-04-23,0.0,6.6509,AboveWoodCamp,4.934187873582993,402.836,4,2019
190,2019-04-24,1.9189,7.9473,AboveWoodCamp,5.132492771702542,402.836,4,2019
191,2019-04-25,0.0062,7.0827,AboveWoodCamp,5.764553906902418,402.836,4,2019
192,2019-04-26,7.9841,6.732,AboveWoodCamp,6.216777539633551,402.836,4,2019
193,2019-04-27,0.0,4.5107,AboveWoodCamp,6.981582803764674,402.836,4,2019
194,2019-04-28,0.0,0.9946,AboveWoodCamp,6.9650888084042295,402.836,4,2019
195,2019-04-29,0.756,0.3094,AboveWoodCamp,6.434642354013909,402.836,4,2019
196,2019-04-30,6.8926,-0.8513,AboveWoodCamp,5.8132028567509755,402.836,4,2019
197,2019-05-01,0.408,-1.5157,AboveWoodCamp,5.408057180938145,402.836,5,2019
198,2019-05-02,0.0,0.6874,AboveWoodCamp,4.794634335785097,402.836,5,2019
199,2019-05-03,0.0,4.3089,AboveWoodCamp,4.3112812604411905,402.836,5,2019
200,2019-05-04,0.0,6.4158,AboveWoodCamp,4.311640792422831,402.836,5,2019
201,2019-05-05,0.3009,8.5524,AboveWoodCamp,5.030507628288474,402.836,5,2019
202,2019-05-06,0.0,9.3616,AboveWoodCamp,6.218541327661414,402.836,5,2019
203,2019-05-07,2.2883,5.2598,AboveWoodCamp,7.872412191253744,402.836,5,2019
204,2019-05-08,4.968,3.9361,AboveWoodCamp,7.463116885989038,402.836,5,2019
205,2019-05-09,3.9065,0.9057,AboveWoodCamp,7.2660899529369205,402.836,5,2019
206,2019-05-10,0.0,3.5193,AboveWoodCamp,6.298523882753494,402.836,5,2019
207,2019-05-11,0.0,7.2039,AboveWoodCamp,6.27884614073047,402.836,5,2019
208,2019-05-12,0.0,9.4653,AboveWoodCamp,6.939728424247505,402.836,5,2019
209,2019-05-13,0.0,11.5539,AboveWoodCamp,8.93093461803749,402.836,5,2019
210,2019-05-14,0.0,11.8691,AboveWoodCamp,10.086712341093776,402.836,5,2019
211,2019-05-15,0.0,11.6556,AboveWoodCamp,11.94589449535797,402.836,5,2019
212,2019-05-16,6.154,8.8801,AboveWoodCamp,12.348985762593633,402.836,5,2019
213,2019-05-17,11.435,2.2351,AboveWoodCamp,15.08149041892714,402.836,5,2019
214,2019-05-18,1.455,3.7284,AboveWoodCamp,11.895835004115783,402.836,5,2019
215,2019-05-19,7.4699,3.3545,AboveWoodCamp,9.449922851970337,402.836,5,2019
216,2019-05-20,1.6255,3.6799,AboveWoodCamp,9.943070762452619,402.836,5,2019
217,2019-05-21,11.5902,2.601,AboveWoodCamp,9.282447911294039,402.836,5,2019
218,2019-05-22,8.4831,1.5343,AboveWoodCamp,9.099970750179278,402.836,5,2019
219,2019-05-23,22.7332,1.854,AboveWoodCamp,8.995506779418877,402.836,5,2019
220,2019-05-24,9.5447,4.2433,AboveWoodCamp,8.732107064788865,402.836,5,2019
221,2019-05-25,1.363,6.9137,AboveWoodCamp,8.261886794533856,402.836,5,2019
222,2019-05-26,0.0,8.3106,AboveWoodCamp,8.309299786259185,402.836,5,2019
223,2019-05-27,5.6894,4.6486,AboveWoodCamp,8.9260488814537,402.836,5,2019
224,2019-05-28,2.8464,6.6451,AboveWoodCamp,8.664053287142536,402.836,5,2019
225,2019-05-29,0.498,7.4589,AboveWoodCamp,8.93711089476387,402.836,5,2019
226,2019-05-30,0.1294,8.8635,AboveWoodCamp,9.219076801569194,402.836,5,2019
227,2019-05-31,0.1479,9.6805,AboveWoodCamp,9.641170097731827,402.836,5,2019
228,2019-06-01,0.2152,10.1368,AboveWoodCamp,10.588812223436868,402.836,6,2019
229,2019-06-02,4.002,10.744,AboveWoodCamp,11.82992659805616,402.836,6,2019
230,2019-06-03,0.0,10.8919,AboveWoodCamp,13.089203269461029,402.836,6,2019
231,2019-06-04,0.0804,12.0936,AboveWoodCamp,13.302678844994539,402.836,6,2019
232,2019-06-05,0.0,12.141,AboveWoodCamp,15.053274297373774,402.836,6,2019
233,2019-06-06,5.4119,13.0997,AboveWoodCamp,18.554325554192207,402.836,6,2019
234,2019-06-07,7.8186,7.2079,AboveWoodCamp,18.71835449951007,402.836,6,2019
235,2019-06-08,3.5723,1.7324,AboveWoodCamp,22.873487685927845,402.836,6,2019
236,2019-06-09,0.0,4.5564,AboveWoodCamp,18.97264825119534,402.836,6,2019
237,2019-06-10,0.0,8.7467,AboveWoodCamp,16.010372677917108,402.836,6,2019
238,2019-06-11,0.0,11.2117,AboveWoodCamp,14.30724048323097,402.836,6,2019
239,2019-06-12,0.0,13.2169,AboveWoodCamp,13.846185154497723,402.836,6,2019
240,2019-06-13,1.5575,13.5958,AboveWoodCamp,15.1048305202256,402.836,6,2019
241,2019-06-14,0.4643,12.6103,AboveWoodCamp,15.842777083485842,402.836,6,2019
242,2019-06-15,0.0,13.2596,AboveWoodCamp,17.421418846639536,402.836,6,2019
243,2019-06-16,0.0,13.1951,AboveWoodCamp,17.259718578200015,402.836,6,2019
244,2019-06-17,0.6747,13.0406,AboveWoodCamp,16.12456043538465,402.836,6,2019
245,2019-06-18,0.3545,11.9078,AboveWoodCamp,14.684600444948666,402.836,6,2019
246,2019-06-19,0.0,12.4105,AboveWoodCamp,13.928967581464754,402.836,6,2019
247,2019-06-20,1.0981,6.8156,AboveWoodCamp,12.836858446215032,402.836,6,2019
248,2019-06-21,0.7611,3.5082,AboveWoodCamp,12.029402133318603,402.836,6,2019
249,2019-06-22,0.0,5.0833,AboveWoodCamp,10.584007647281803,402.836,6,2019
250,2019-06-23,0.0,8.3649,AboveWoodCamp,9.904166554224615,402.836,6,2019
251,2019-06-24,0.0,10.6989,AboveWoodCamp,9.338167525312334,402.836,6,2019
252,2019-06-25,0.0,13.3641,AboveWoodCamp,9.113160681634582,402.836,6,2019
253,2019-06-26,0.0,14.5034,AboveWoodCamp,8.796614218616538,402.836,6,2019
254,2019-06-27,0.0,15.2141,AboveWoodCamp,8.38590204590982,402.836,6,2019
255,2019-06-28,0.0,15.8849,AboveWoodCamp,8.159057071196484,402.836,6,2019
256,2019-06-29,0.0,13.9934,AboveWoodCamp,7.780346317150001,402.836,6,2019
257,2019-06-30,0.0,14.4463,AboveWoodCamp,7.407477739803788,402.836,6,2019
258,2019-07-01,0.0,15.194,AboveWoodCamp,7.414271386250183,402.836,7,2019
259,2019-07-02,0.0,16.8406,AboveWoodCamp,7.271995232098523,402.836,7,2019
260,2019-07-03,0.0,14.0733,AboveWoodCamp,7.1602118564826,402.836,7,2019
261,2019-07-04,0.2989,10.9413,AboveWoodCamp,6.709436344534743,402.836,7,2019
262,2019-07-05,0.0,11.396,AboveWoodCamp,6.685462270390647,402.836,7,2019
263,2019-07-06,0.0,15.0868,AboveWoodCamp,6.315143742319193,402.836,7,2019
264,2019-07-07,0.0,15.8941,AboveWoodCamp,5.878587165428921,402.836,7,2019
265,2019-07-08,0.6385,12.556,AboveWoodCamp,5.767633112233841,402.836,7,2019
266,2019-07-09,0.0,12.288,AboveWoodCamp,5.73440897521193,402.836,7,2019
267,2019-07-10,0.0,16.7057,AboveWoodCamp,5.405882730823369,402.836,7,2019
268,2019-07-11,0.0,18.8141,AboveWoodCamp,5.070514266110638,402.836,7,2019
269,2019-07-12,0.0,18.7599,AboveWoodCamp,4.7608233615333715,402.836,7,2019
270,2019-07-13,0.0,16.7369,AboveWoodCamp,4.604640770798162,402.836,7,2019
271,2019-07-14,0.0,17.9714,AboveWoodCamp,4.504473646066839,402.836,7,2019
272,2019-07-15,0.0,18.2476,AboveWoodCamp,4.336582812464987,402.836,7,2019
273,2019-07-16,0.0,17.2682,AboveWoodCamp,4.201195522731379,402.836,7,2019
274,2019-07-17,0.0,15.5029,AboveWoodCamp,4.004521278391144,402.836,7,2019
275,2019-07-18,0.0,17.4801,AboveWoodCamp,3.9116188459913075,402.836,7,2019
276,2019-07-19,0.0,17.3928,AboveWoodCamp,3.8977675964867835,402.836,7,2019
277,2019-07-20,0.0,17.1091,AboveWoodCamp,3.7006088662712244,402.836,7,2019
278,2019-07-21,0.0,18.7696,AboveWoodCamp,3.7089801538823486,402.836,7,2019
279,2019-07-22,0.0,19.9817,AboveWoodCamp,3.569919136090944,402.836,7,2019
280,2019-07-23,0.0,19.8175,AboveWoodCamp,3.4946471549679874,402.836,7,2019
281,2019-07-24,0.0,17.1807,AboveWoodCamp,3.4814540784268853,402.836,7,2019
282,2019-07-25,0.0,17.4058,AboveWoodCamp,3.426353236474538,402.836,7,2019
283,2019-07-26,0.0656,16.7045,AboveWoodCamp,3.343971035461007,402.836,7,2019
284,2019-07-27,3.1897,15.2744,AboveWoodCamp,3.3612289594823825,402.836,7,2019
285,2019-07-28,0.0,16.4556,AboveWoodCamp,3.3389357200028194,402.836,7,2019
286,2019-07-29,0.0,18.6212,AboveWoodCamp,3.2350580573846908,402.836,7,2019
287,2019-07-30,0.0,18.5861,AboveWoodCamp,3.2267425010557607,402.836,7,2019
288,2019-07-31,0.0,17.1605,AboveWoodCamp,3.1532844499754944,402.836,7,2019
289,2019-08-01,0.3618,15.7133,AboveWoodCamp,3.1407847243883293,402.836,8,2019
290,2019-08-02,0.0,17.5238,AboveWoodCamp,3.125769766014568,402.836,8,2019
291,2019-08-03,0.0,19.2572,AboveWoodCamp,3.0512699437461355,402.836,8,2019
292,2019-08-04,0.0,18.3061,AboveWoodCamp,3.00515731069228,402.836,8,2019
293,2019-08-05,0.0,18.2239,AboveWoodCamp,2.9991112698743794,402.836,8,2019
294,2019-08-06,0.0,19.9657,AboveWoodCamp,2.9603374479449447,402.836,8,2019
295,2019-08-07,1.3349,15.6563,AboveWoodCamp,2.936770735915595,402.836,8,2019
296,2019-08-08,3.8797,13.0581,AboveWoodCamp,3.002387360599703,402.836,8,2019
297,2019-08-09,0.0692,13.6132,AboveWoodCamp,3.021020521701905,402.836,8,2019
298,2019-08-10,0.0,16.4094,AboveWoodCamp,2.935688523446881,402.836,8,2019
299,2019-08-11,0.0,13.5772,AboveWoodCamp,2.894126717980688,402.836,8,2019
300,2019-08-12,0.0,11.8665,AboveWoodCamp,2.92868825634522,402.836,8,2019
301,2019-08-13,0.0,14.7791,AboveWoodCamp,2.892794004767247,402.836,8,2019
302,2019-08-14,0.0,16.7161,AboveWoodCamp,2.8709396411553154,402.836,8,2019
303,2019-08-15,0.0,16.7382,AboveWoodCamp,2.8059841724931163,402.836,8,2019
304,2019-08-16,0.0,14.654,AboveWoodCamp,2.76895340247439,402.836,8,2019
